symbol,sector,industry,first_seen,last_seen,consecutive_failures
LYB,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
LYV,Communication Services,Movies & Entertainment,2026-08-20,2026-08-23,0
LZB,Consumer Discretionary,Home Furnishings,2026-08-20,2026-08-23,0
M,Consumer Discretionary,Broadline Retail,2026-08-20,2026-08-23,0
MA,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
MAA,Real Estate,Multi-Family Residential REITs,2026-08-20,2026-08-23,0
MAC,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
MAN,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
MANH,Information Technology,Application Software,2026-08-20,2026-08-23,0
MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
MAS,Industrials,Building Products,2026-08-20,2026-08-23,0
MASI,Health Care,Health Care Equipment,,,2
MAT,Consumer Discretionary,Leisure Products,2026-08-20,2026-08-23,0
MATX,Industrials,Marine Transportation,2026-08-20,2026-08-23,0
MBC,Industrials,Building Products,2026-08-20,2026-08-23,0
MC,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
MCD,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
MCHP,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
MCK,Health Care,Health Care Distributors,2026-08-20,2026-08-23,0
MCO,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
MCRI,Consumer Discretionary,Casinos & Gaming,2026-08-20,2026-08-23,0
MCY,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
MD,Health Care,Health Care Services,2026-08-20,2026-08-23,0
MDLZ,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
MDT,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
MDU,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
MEDP,Health Care,Life Sciences Tools & Services,2026-08-20,2026-08-23,0
MET,Financials,Life & Health Insurance,2026-08-20,2026-08-23,0
META,Communication Services,Interactive Media & Services,2026-08-20,2026-08-23,0
MGEE,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
MGM,Consumer Discretionary,Casinos & Gaming,2026-08-20,2026-08-23,0
MGY,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
MHK,Consumer Discretionary,Home Furnishings,2026-08-20,2026-08-23,0
MHO,Consumer Discretionary,Homebuilding,2026-08-20,2026-08-23,0
MIDD,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
MIR,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
MKC,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
MKSI,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
MKTX,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
MLI,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
MLKN,Industrials,Office Services & Supplies,2026-08-20,2026-08-23,0
MLM,Materials,Construction Materials,2026-08-20,2026-08-23,0
MMM,Industrials,Industrial Conglomerates,2026-08-20,2026-08-23,0
MMS,Industrials,Data Processing & Outsourced Services,2026-08-20,2026-08-23,0
MMSI,Health Care,Health Care Supplies,2026-08-20,2026-08-23,0
MNRO,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
MNST,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2026-08-20,2026-08-23,0
MO,Consumer Staples,Tobacco,2026-08-20,2026-08-23,0
MODG,Consumer Discretionary,Leisure Products,,,2
MOG-A,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
MOH,Health Care,Managed Health Care,2026-08-20,2026-08-23,0
MORN,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
MOS,Materials,Fertilizers & Agricultural Chemicals,2026-08-20,2026-08-23,0
MP,Materials,Diversified Metals & Mining,2026-08-20,2026-08-23,0
MPC,Energy,Oil & Gas Refining & Marketing,2026-08-20,2026-08-23,0
MPWR,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
MRCY,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
MRK,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
MRNA,Health Care,Biotechnology,2026-08-20,2026-08-23,0
MRP,Real Estate,Single-Family Residential REITs,2026-08-20,2026-08-23,0
MRSH,Financials,Insurance Brokers,2026-08-20,2026-08-23,0
MRTN,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
MS,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
MSA,Industrials,Office Services & Supplies,2026-08-20,2026-08-23,0
MSCI,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
MSFT,Information Technology,Systems Software,2026-08-20,2026-08-23,0
MSGS,Communication Services,Movies & Entertainment,2026-08-20,2026-08-23,0
MSI,Information Technology,Communications Equipment,2026-08-20,2026-08-23,0
MSM,Industrials,Trading Companies & Distributors,2026-08-20,2026-08-23,0
MTB,Financials,Regional Banks,2026-08-20,2026-08-23,0
MTCH,Communication Services,Interactive Media & Services,2026-08-20,2026-08-23,0
MTD,Health Care,Life Sciences Tools & Services,2026-08-20,2026-08-23,0
MTDR,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
MTG,Financials,Reinsurance,2026-08-20,2026-08-23,0
MTH,Consumer Discretionary,Homebuilding,2026-08-20,2026-08-23,0
MTN,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
MTRN,Materials,Diversified Metals & Mining,2026-08-20,2026-08-23,0
MTSI,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
MTX,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
MTZ,Industrials,Construction & Engineering,2026-08-20,2026-08-23,0
MU,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
MUR,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
MUSA,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
MWA,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
MXL,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
MYRG,Industrials,Construction & Engineering,2026-08-20,2026-08-23,0
MZTI,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
NATL,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
NAVI,Financials,Consumer Finance,2026-08-20,2026-08-23,0
NBHC,Financials,Regional Banks,2026-08-20,2026-08-23,0
NBIX,Health Care,Biotechnology,2026-08-20,2026-08-23,0
NBTB,Financials,Regional Banks,2026-08-20,2026-08-23,0
NCLH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
NDAQ,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
NDSN,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
NE,Energy,Oil & Gas Drilling,2026-08-20,2026-08-23,0
NEE,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
NEM,Materials,Gold,2026-08-20,2026-08-23,0
NEO,Health Care,Health Care Services,2026-08-20,2026-08-23,0
NEOG,Health Care,Health Care Supplies,2026-08-20,2026-08-23,0
NEU,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
NFG,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
NFLX,Communication Services,Movies & Entertainment,2026-08-20,2026-08-23,0
NGVT,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
NI,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
NJR,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
NKE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2026-08-20,2026-08-23,0
NLY,Financials,Mortgage REITs,2026-08-20,2026-08-23,0
NMIH,Financials,Commercial & Residential Mortgage Finance,2026-08-20,2026-08-23,0
NNN,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
NOC,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
NOG,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
NOV,Energy,Oil & Gas Equipment & Services,2026-08-20,2026-08-23,0
NOVT,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
NOW,Information Technology,Systems Software,2026-08-20,2026-08-23,0
NPK,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
NPO,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
NRG,Utilities,Independent Power Producers & Energy Traders,2026-08-20,2026-08-23,0
NSA,Real Estate,Self-Storage REITs,2026-08-23,2026-08-23,0
NSC,Industrials,Rail Transportation,2026-08-20,2026-08-23,0
NSIT,Industrials,Technology Distributors,2026-08-20,2026-08-23,0
NSP,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",2026-08-20,2026-08-23,0
NTCT,Information Technology,Communications Equipment,2026-08-20,2026-08-23,0
NTNX,Information Technology,Systems Software,2026-08-20,2026-08-23,0
NTRS,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
NUE,Materials,Steel,2026-08-20,2026-08-23,0
NVDA,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
NVR,Consumer Discretionary,Homebuilding,2026-08-20,2026-08-23,0
NVRI,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
NVST,Health Care,Health Care Supplies,2026-08-20,2026-08-23,0
NVT,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
NWBI,Financials,Regional Banks,2026-08-20,2026-08-23,0
NWE,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
NWN,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
NWS,Communication Services,Publishing,2026-08-20,2026-08-23,0
NWSA,Communication Services,Publishing,2026-08-20,2026-08-23,0
NX,Industrials,Building Products,2026-08-20,2026-08-23,0
NXPI,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
NXST,Communication Services,Broadcasting,2026-08-20,2026-08-23,0
NXT,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
NYT,Communication Services,Publishing,2026-08-20,2026-08-23,0
O,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
OC,Industrials,Building Products,2026-08-20,2026-08-23,0
ODFL,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
OFG,Financials,Regional Banks,2026-08-20,2026-08-23,0
OGE,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
OGS,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
OHI,Real Estate,Health Care REITs,2026-08-20,2026-08-23,0
OI,Materials,"Metal, Glass & Plastic Containers",2026-08-20,2026-08-23,0
OII,Energy,Oil & Gas Equipment & Services,2026-08-20,2026-08-23,0
OKE,Energy,Oil & Gas Storage & Transportation,2026-08-20,2026-08-23,0
OKTA,Information Technology,Application Software,2026-08-20,2026-08-23,0
OLED,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
OLLI,Consumer Discretionary,Broadline Retail,2026-08-20,2026-08-23,0
OLN,Materials,Diversified Chemicals,2026-08-20,2026-08-23,0
OMC,Communication Services,Advertising,2026-08-20,2026-08-23,0
OMCL,Health Care,Health Care Technology,2026-08-20,2026-08-23,0
ON,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
ONB,Financials,Regional Banks,2026-08-20,2026-08-23,0
ONTO,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
OPCH,Health Care,Health Care Facilities,2026-08-20,2026-08-23,0
OPLN,Industrials,Diversified Support Services,2026-08-20,2026-08-23,0
ORA,Utilities,Renewable Electricity,2026-08-20,2026-08-23,0
ORCL,Information Technology,Application Software,2026-08-20,2026-08-23,0
ORI,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
ORLY,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
OSIS,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
OSK,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-08-20,2026-08-23,0
OTIS,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
OTTR,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
OUT,Real Estate,Other Specialized REITs,2026-08-20,2026-08-23,0
OVV,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
OXM,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2026-08-20,2026-08-23,0
OXY,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
OZK,Financials,Regional Banks,2026-08-20,2026-08-23,0
PAG,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
PAHC,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
PANW,Information Technology,Systems Software,2026-08-20,2026-08-23,0
PARR,Energy,Oil & Gas Refining & Marketing,2026-08-20,2026-08-23,0
PATH,Information Technology,Systems Software,2026-08-20,2026-08-23,0
PATK,Consumer Discretionary,Automotive Parts & Equipment,2026-08-20,2026-08-23,0
PAYC,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
PAYX,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
PB,Financials,Regional Banks,2026-08-20,2026-08-23,0
PBF,Energy,Oil & Gas Refining & Marketing,2026-08-20,2026-08-23,0
PBH,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
PBI,Industrials,Office Services & Supplies,2026-08-20,2026-08-23,0
PCAR,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-08-20,2026-08-23,0
PCG,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
PCRX,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
PCTY,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
PDFS,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
PEB,Real Estate,Hotel & Resort REITs,2026-08-20,2026-08-23,0
PECO,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
PEG,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
PEGA,Information Technology,Application Software,2026-08-20,2026-08-23,0
PEN,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
PENG,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
PENN,Consumer Discretionary,Casinos & Gaming,2026-08-20,2026-08-23,0
PEP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2026-08-20,2026-08-23,0
PFBC,Financials,Regional Banks,2026-08-20,2026-08-23,0
PFE,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
PFG,Financials,Life & Health Insurance,2026-08-20,2026-08-23,0
PFGC,Consumer Staples,Food Distributors,2026-08-20,2026-08-23,0
PFS,Financials,Regional Banks,2026-08-20,2026-08-23,0
PG,Consumer Staples,Personal Care Products,2026-08-20,2026-08-23,0
PGNY,Health Care,Health Care Services,2026-08-20,2026-08-23,0
PGR,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
PH,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
PHIN,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
PHM,Consumer Discretionary,Homebuilding,2026-08-20,2026-08-23,0
PI,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
PII,Consumer Discretionary,Leisure Products,2026-08-20,2026-08-23,0
PINS,Communication Services,,2026-08-20,2026-08-23,0
PIPR,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
PJT,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
PK,Real Estate,Hotel & Resort REITs,2026-08-20,2026-08-23,0
PKG,Materials,Paper & Plastic Packaging Products & Materials,2026-08-20,2026-08-23,0
PLAB,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
PLAY,Consumer Discretionary,Restaurants,2026-08-23,2026-08-23,0
PLD,Real Estate,Industrial REITs,2026-08-20,2026-08-23,0
PLMR,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
PLNT,Consumer Discretionary,Leisure Facilities,2026-08-20,2026-08-23,0
PLTR,Information Technology,Application Software,2026-08-20,2026-08-23,0
PLUS,Information Technology,Technology Distributors,2026-08-20,2026-08-23,0
PLXS,Information Technology,Electronic Manufacturing Services,2026-08-20,2026-08-23,0
PM,Consumer Staples,Tobacco,2026-08-20,2026-08-23,0
PMT,Real Estate,Mortgage REITs,2026-08-20,2026-08-23,0
PNC,Financials,Diversified Banks,2026-08-20,2026-08-23,0
PNFP,Financials,Regional Banks,2026-08-20,2026-08-23,0
PNR,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
PNW,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
PODD,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
POOL,Consumer Discretionary,Distributors,2026-08-20,2026-08-23,0
POR,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
POST,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
POWI,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
POWL,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
PPC,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
PPG,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
PPL,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
PR,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
PRA,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
PRDO,Consumer Discretionary,Education Services,2026-08-20,2026-08-23,0
PRG,Financials,Consumer Finance,2026-08-20,2026-08-23,0
PRGO,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
PRGS,Information Technology,Systems Software,2026-08-20,2026-08-23,0
PRI,Financials,Life & Health Insurance,2026-08-20,2026-08-23,0
PRIM,Industrials,Construction & Engineering,2026-08-20,2026-08-23,0
PRK,Financials,Regional Banks,2026-08-20,2026-08-23,0
PRKS,Consumer Discretionary,Leisure Facilities,2026-08-20,2026-08-23,0
PRLB,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
PRU,Financials,Life & Health Insurance,2026-08-20,2026-08-23,0
PRVA,Health Care,Health Care Services,2026-08-20,2026-08-23,0
PSA,Real Estate,Self-Storage REITs,2026-08-20,2026-08-23,0
PSKY,Communication Services,Movies & Entertainment,2026-08-20,2026-08-23,0
PSMT,Consumer Staples,Consumer Staples Merchandise Retail,2026-08-20,2026-08-23,0
PSN,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
PSTG,Information Technology,"Technology Hardware, Storage & Peripherals",,,2
PSX,Energy,Oil & Gas Refining & Marketing,2026-08-20,2026-08-23,0
PTC,Information Technology,Application Software,2026-08-20,2026-08-23,0
PTCT,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
PTGX,Health Care,Biotechnology,2026-08-20,2026-08-23,0
PVH,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2026-08-20,2026-08-23,0
PWR,Industrials,Construction & Engineering,2026-08-20,2026-08-23,0
PYPL,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
PZZA,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
Q,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
QCOM,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
QDEL,Health Care,Health Care Supplies,2026-08-20,2026-08-23,0
QLYS,Information Technology,Systems Software,2026-08-20,2026-08-23,0
QNST,Communication Services,Interactive Media & Services,2026-08-20,2026-08-23,0
QRVO,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
QTWO,Information Technology,Application Software,2026-08-20,2026-08-23,0
R,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
RAL,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
RAMP,Information Technology,Application Software,2026-08-20,2026-08-23,0
RBA,Industrials,Diversified Support Services,2026-08-20,2026-08-23,0
RBC,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
RCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
RCUS,Health Care,Biotechnology,2026-08-20,2026-08-23,0
RDN,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
RDNT,Health Care,Health Care Services,2026-08-20,2026-08-23,0
REG,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
REGN,Health Care,Biotechnology,2026-08-20,2026-08-23,0
REXR,Real Estate,Industrial REITs,2026-08-20,2026-08-23,0
REYN,Consumer Staples,Household Products,2026-08-20,2026-08-23,0
REZI,Industrials,Trading Companies & Distributors,2026-08-20,2026-08-23,0
RF,Financials,Regional Banks,2026-08-20,2026-08-23,0
RGA,Financials,Reinsurance,2026-08-20,2026-08-23,0
RGEN,Health Care,Biotechnology,2026-08-20,2026-08-23,0
RGLD,Materials,Gold,2026-08-20,2026-08-23,0
RH,Consumer Discretionary,Homefurnishing Retail,2026-08-20,2026-08-23,0
RHI,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
RHP,Real Estate,Hotel & Resort REITs,2026-08-20,2026-08-23,0
RJF,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2026-08-20,2026-08-23,0
RLI,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
RMBS,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
RMD,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
RNR,Financials,Reinsurance,2026-08-20,2026-08-23,0
RNST,Financials,Regional Banks,2026-08-20,2026-08-23,0
ROCK,Industrials,Building Products,2026-08-20,2026-08-23,0
ROG,Information Technology,Electronic Components,2026-08-20,2026-08-23,0
ROIV,Health Care,Biotechnology,2026-08-20,2026-08-23,0
ROK,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
ROL,Industrials,Environmental & Facilities Services,2026-08-20,2026-08-23,0
ROP,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
ROST,Consumer Discretionary,Apparel Retail,2026-08-20,2026-08-23,0
RPM,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
RRC,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
RRR,Consumer Discretionary,Casinos & Gaming,2026-08-20,2026-08-23,0
RRX,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
RS,Materials,Steel,2026-08-20,2026-08-23,0
RSG,Industrials,Environmental & Facilities Services,2026-08-20,2026-08-23,0
RTX,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
RUN,Industrials,Building Products,2026-08-20,2026-08-23,0
RUSHA,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-08-20,2026-08-23,0
RVTY,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
RXO,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
RYAN,Financials,Insurance Brokers,2026-08-20,2026-08-23,0
RYN,Real Estate,Timber REITs,2026-08-20,2026-08-23,0
SAH,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
SAIA,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
SAIC,Industrials,Diversified Support Services,2026-08-20,2026-08-23,0
SAM,Consumer Staples,Brewers,2026-08-20,2026-08-23,0
SANM,Information Technology,Electronic Manufacturing Services,2026-08-20,2026-08-23,0
SARO,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
SATS,Communication Services,Wireless Telecommunication Services,2026-08-20,2026-08-23,0
SBAC,Real Estate,Telecom Tower REITs,2026-08-20,2026-08-23,0
SBCF,Financials,Regional Banks,2026-08-20,2026-08-23,0
SBH,Consumer Discretionary,Specialty Stores,2026-08-20,2026-08-23,0
SBRA,Real Estate,Health Care REITs,2026-08-20,2026-08-23,0
SBUX,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
SCHL,Consumer Discretionary,Publishing,2026-08-20,2026-08-23,0
SCHW,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
SCI,Consumer Discretionary,Specialized Consumer Services,2026-08-20,2026-08-23,0
SCL,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
SCSC,Information Technology,Technology Distributors,2026-08-20,2026-08-23,0
SDGR,Health Care,Health Care Services,2026-08-20,2026-08-23,0
SEDG,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
SEE,Materials,Paper & Plastic Packaging Products & Materials,,,2
SEIC,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
SEM,Health Care,Health Care Facilities,,,2
SEZL,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
SF,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
SFBS,Financials,Regional Banks,2026-08-20,2026-08-23,0
SFM,Consumer Staples,Food Retail,2026-08-20,2026-08-23,0
SFNC,Financials,Regional Banks,2026-08-20,2026-08-23,0
SGI,Consumer Discretionary,Home Furnishings,2026-08-20,2026-08-23,0
SHAK,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
SHC,Health Care,Health Care Services,2026-08-20,2026-08-23,0
SHOO,Consumer Discretionary,Footwear,2026-08-20,2026-08-23,0
SHW,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
SHY,,,2026-08-20,2026-08-23,0
SIG,Consumer Discretionary,Specialty Stores,2026-08-20,2026-08-23,0
SIGI,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
SITM,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
SJM,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
SKT,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
SKY,Consumer Discretionary,Homebuilding,2026-08-20,2026-08-23,0
SKYW,Industrials,Passenger Airlines,2026-08-20,2026-08-23,0
SLAB,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
SLB,Energy,Oil & Gas Equipment & Services,2026-08-20,2026-08-23,0
SLG,Real Estate,Office REITs,2026-08-20,2026-08-23,0
SLGN,Materials,"Metal, Glass & Plastic Containers",2026-08-20,2026-08-23,0
SLM,Financials,Consumer Finance,2026-08-20,2026-08-23,0
SLVM,Materials,Paper Products,2026-08-20,2026-08-23,0
SM,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals",2026-08-20,2026-08-23,0
SMG,Materials,Fertilizers & Agricultural Chemicals,2026-08-20,2026-08-23,0
SMPL,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
SMTC,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
SNA,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
SNCY,Industrials,Passenger Airlines,,,2
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",2026-08-20,2026-08-23,0
SNDR,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
SNEX,Financials,Investment Banking & Brokerage,2026-08-20,2026-08-23,0
SNPS,Information Technology,Application Software,2026-08-20,2026-08-23,0
SNX,Information Technology,Technology Distributors,2026-08-20,2026-08-23,0
SO,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
SOLS,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
SOLV,Health Care,Health Care Technology,2026-08-20,2026-08-23,0
SON,Materials,Paper & Plastic Packaging Products & Materials,2026-08-20,2026-08-23,0
SONO,Consumer Discretionary,Consumer Electronics,2026-08-20,2026-08-23,0
SPG,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
SPGI,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
